temporada,id_jugador,nombre_jugador,edad,nacionalidad,equipo,partidos_jugados,minutos,goles,tarjetas_amarillas,tarjetas_rojas
2019,19087,D. Srbeny,25.0,Germany,Norwich City,8.0,39.0,1.0,0.0,0.0
2019,19150,M. Holgate,23.0,Jamaica,Everton FC,27.0,2053.0,0.0,5.0,0.0
2019,19287,S. Byram,26.0,England,Norwich City,17.0,1293.0,0.0,4.0,0.0
2019,19329,D. James,22.0,Wales,Manchester United,33.0,2291.0,3.0,4.0,0.0
2019,19772,A. Connolly,19.0,Republic of Ireland,Brighton & Hove Albion,24.0,1262.0,3.0,0.0,0.0
2019,47521,P. Roberts,22.0,England,Norwich City,3.0,23.0,0.0,0.0,0.0
2019,162076,D. Cirkin,17.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2019,76,M. Nakamba,25.0,Zimbabwe,Aston Villa,29.0,1835.0,0.0,5.0,0.0
2019,623,B. Mendy,25.0,France,Manchester City,19.0,1497.0,0.0,3.0,0.0
2019,900,J. Lingard,27.0,England,Manchester United,22.0,931.0,1.0,3.0,0.0
2019,906,T. Chong,20.0,Netherlands,Manchester United,3.0,34.0,0.0,0.0,0.0
2019,1813,J. Willems,25.0,Netherlands,Newcastle United,19.0,1498.0,2.0,0.0,0.0
2019,18885,K. Darlow,29.0,Wales,Newcastle United,0.0,0.0,0.0,0.0,0.0
2019,18900,Ki Sung-Yueng,30.0,Korea Republic,Newcastle United,3.0,136.0,0.0,0.0,0.0
2019,18903,M. Ritchie,30.0,Scotland,Newcastle United,18.0,1316.0,2.0,4.0,0.0
2019,18957,M. Obafemi,19.0,Republic of Ireland,Southampton FC,21.0,660.0,3.0,1.0,0.0
2019,19061,T. Krul,31.0,Netherlands,Norwich City,36.0,3240.0,0.0,4.0,0.0
2019,19067,P. Heise,28.0,Germany,Norwich City,0.0,0.0,0.0,0.0,0.0
2019,19195,A. El Ghazi,24.0,Netherlands,Aston Villa,34.0,2060.0,4.0,3.0,0.0
2019,19299,J. Colback,30.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2019,138809,Arnau Puigmal,18.0,Spain,Manchester United,0.0,0.0,0.0,0.0,0.0
2019,153424,L. Gibson,19.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2019,159,H. Lloris,33.0,France,Tottenham Hotspur,21.0,1808.0,0.0,0.0,0.0
2019,178,Lucas Moura,27.0,Brazil,Tottenham Hotspur,35.0,2246.0,4.0,3.0,0.0
2019,181,V. Wanyama,28.0,Kenya,Tottenham Hotspur,2.0,23.0,0.0,1.0,0.0
2019,640,Fernandinho,34.0,Brazil,Manchester City,30.0,2398.0,0.0,8.0,1.0
2019,2283,David Luiz,32.0,Brazil,Arsenal FC,33.0,2811.0,2.0,5.0,2.0
2019,2295,O. Giroud,33.0,France,Chelsea FC,18.0,999.0,8.0,1.0,0.0
2019,2412,Felipe Anderson,26.0,Brazil,West Ham United,25.0,1506.0,1.0,1.0,0.0
2019,18761,Bernard,27.0,Brazil,Everton FC,27.0,1280.0,3.0,2.0,0.0
2019,18832,Xande Silva,22.0,Portugal,West Ham United,0.0,0.0,0.0,0.0,0.0
2019,18897,D. Yedlin,26.0,USA,Newcastle United,16.0,934.0,1.0,3.0,0.0
2019,18944,M. Yoshida,31.0,Japan,Southampton FC,8.0,558.0,0.0,1.0,0.0
2019,18945,S. Armstrong,27.0,Scotland,Southampton FC,30.0,1716.0,5.0,4.0,0.0
2019,19076,J. Lewis,21.0,Northern Ireland,Norwich City,28.0,2304.0,1.0,4.0,0.0
2019,19085,T. Pukki,29.0,Finland,Norwich City,36.0,2894.0,11.0,3.0,0.0
2019,130419,M. Longstaff,19.0,England,Newcastle United,9.0,573.0,2.0,1.0,0.0
2019,244,S. Bergwijn,22.0,Netherlands,Tottenham Hotspur,14.0,704.0,3.0,2.0,0.0
2019,297,A. Oxlade-Chamberlain,26.0,England,Liverpool FC,30.0,1489.0,4.0,1.0,0.0
2019,299,Fabinho,26.0,Brazil,Liverpool FC,28.0,2074.0,2.0,6.0,0.0
2019,304,S. Mané,27.0,Senegal,Liverpool FC,35.0,2755.0,18.0,3.0,0.0
2019,569,Gedson Fernandes,20.0,Portugal,Tottenham Hotspur,7.0,61.0,0.0,0.0,0.0
2019,622,Aymeric Laporte,25.0,Spain,Manchester City,15.0,1104.0,1.0,1.0,0.0
2019,624,N. Otamendi,31.0,Argentina,Manchester City,24.0,1710.0,2.0,3.0,0.0
2019,855,João Cancelo,25.0,Portugal,Manchester City,17.0,1205.0,0.0,4.0,0.0
2019,1578,G. Lo Celso,23.0,Argentina,Tottenham Hotspur,14.0,524.0,0.0,1.0,0.0
2019,2290,N. Kanté,28.0,France,Chelsea FC,22.0,1733.0,3.0,4.0,0.0
2019,18816,A. Masuaku,26.0,Congo DR,West Ham United,17.0,933.0,0.0,5.0,0.0
2019,18904,J. Shelvey,27.0,England,Newcastle United,26.0,2124.0,6.0,3.0,0.0
2019,19064,A. Famewo,21.0,England,Norwich City,0.0,0.0,0.0,0.0,0.0
2019,22173,A. Saint-Maximin,22.0,France,Newcastle United,26.0,1874.0,3.0,0.0,0.0
2019,153506,I. Vassilev,18.0,USA,Aston Villa,4.0,47.0,0.0,0.0,0.0
2019,113,G. Nkoudou,24.0,Cameroon,Tottenham Hotspur,1.0,2.0,0.0,0.0,0.0
2019,168,D. Sánchez,23.0,Colombia,Tottenham Hotspur,29.0,2430.0,0.0,6.0,0.0
2019,302,Roberto Firmino,28.0,Brazil,Liverpool FC,38.0,3003.0,9.0,0.0,0.0
2019,635,R. Mahrez,28.0,Algeria,Manchester City,33.0,1941.0,11.0,0.0,0.0
2019,905,Fred,26.0,Brazil,Manchester United,29.0,2159.0,0.0,8.0,0.0
2019,1462,L. Torreira,23.0,Uruguay,Arsenal FC,29.0,1509.0,1.0,7.0,0.0
2019,1465,P. Aubameyang,30.0,Gabon,Arsenal FC,36.0,3139.0,22.0,3.0,1.0
2019,2114,M. Djenepo,21.0,Mali,Southampton FC,18.0,926.0,2.0,4.0,1.0
2019,2710,S. Boufal,26.0,Morocco,Southampton FC,20.0,758.0,0.0,2.0,0.0
2019,2726,K. Zouma,25.0,France,Chelsea FC,28.0,2342.0,0.0,6.0,0.0
2019,2927,M. Batshuayi,26.0,Belgium,Chelsea FC,16.0,226.0,1.0,0.0,0.0
2019,12975,O. Ighalo,30.0,Nigeria,Manchester United,11.0,90.0,0.0,0.0,0.0
2019,18905,Y. Muto,27.0,Japan,Newcastle United,8.0,207.0,0.0,0.0,0.0
2019,162,T. Alderweireld,30.0,Belgium,Tottenham Hotspur,33.0,2958.0,2.0,7.0,0.0
2019,170,J. Vertonghen,32.0,Belgium,Tottenham Hotspur,23.0,1644.0,1.0,2.0,0.0
2019,307,X. Shaqiri,28.0,Switzerland,Liverpool FC,7.0,181.0,1.0,0.0,0.0
2019,2049,I. Amadou,26.0,France,Norwich City,11.0,757.0,0.0,1.0,0.0
2019,2767,L. Balogun,31.0,Nigeria,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2019,2812,A. Ajeti,22.0,Switzerland,West Ham United,9.0,130.0,0.0,0.0,0.0
2019,19166,D. Gayle,30.0,England,Newcastle United,20.0,848.0,4.0,2.0,0.0
2019,19550,B. Baningime,21.0,Congo DR,Everton FC,0.0,0.0,0.0,0.0,0.0
2019,21999,B. Engels,25.0,Belgium,Aston Villa,17.0,1446.0,1.0,1.0,0.0
2019,43071,T. Băluță,20.0,Romania,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2019,130417,A. Idah,18.0,Republic of Ireland,Norwich City,12.0,219.0,0.0,0.0,0.0
2019,204042,W. Ferry,19.0,Republic of Ireland,Southampton FC,0.0,0.0,0.0,0.0,0.0
2019,884,S. Romero,32.0,Argentina,Manchester United,0.0,0.0,0.0,0.0,0.0
2019,890,M. Rojo,29.0,Argentina,Manchester United,3.0,120.0,0.0,1.0,0.0
2019,901,Juan Mata,31.0,Spain,Manchester United,19.0,753.0,0.0,1.0,0.0
2019,2473,M. Lanzini,26.0,Argentina,West Ham United,24.0,1377.0,0.0,1.0,0.0
2019,18827,C. Sánchez,33.0,Colombia,West Ham United,6.0,113.0,0.0,0.0,0.0
2019,18893,F. Fernández,30.0,Argentina,Newcastle United,32.0,2618.0,2.0,8.0,0.0
2019,153403,A. Jankewitz,18.0,Switzerland,Southampton FC,0.0,0.0,0.0,0.0,0.0
2018,298,Rafael Camacho,17.0,Portugal,Liverpool FC,1.0,0.0,0.0,0.0,0.0
2018,883,L. Grant,33.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2018,3423,C. Atsu,25.0,Ghana,Newcastle United,28.0,1487.0,1.0,2.0,0.0
2018,18826,M. Noble,29.0,England,West Ham United,31.0,2308.0,5.0,6.0,1.0
2018,18956,S. Long,30.0,Republic of Ireland,Southampton FC,26.0,1269.0,5.0,3.0,0.0
2018,18966,Bruno Saltor,35.0,Spain,Brighton & Hove Albion,14.0,1136.0,0.0,2.0,0.0
2018,18977,D. Stephens,27.0,England,Brighton & Hove Albion,30.0,2487.0,1.0,6.0,1.0
2018,18982,G. Murray,32.0,England,Brighton & Hove Albion,38.0,2513.0,13.0,5.0,0.0
2018,19019,M. Le Marchand,28.0,France,Fulham FC,26.0,2251.0,0.0,5.0,0.0
2018,83132,Jesús Gámez Duarte,27.0,Spain,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,108,Cesc Fàbregas,30.0,Spain,Chelsea FC,6.0,175.0,0.0,1.0,0.0
2018,160,M. Vorm,32.0,Netherlands,Tottenham Hotspur,2.0,180.0,0.0,0.0,0.0
2018,185,Fernando Llorente,31.0,Spain,Tottenham Hotspur,20.0,683.0,1.0,2.0,0.0
2018,634,David Silva,31.0,Spain,Manchester City,33.0,2411.0,6.0,3.0,0.0
2018,642,S. Agüero,27.0,Argentina,Manchester City,33.0,2480.0,21.0,3.0,0.0
2018,1444,S. Lichtsteiner,31.0,Switzerland,Arsenal FC,14.0,940.0,0.0,3.0,0.0
2018,1447,Nacho Monreal,30.0,Spain,Arsenal FC,22.0,1861.0,1.0,5.0,0.0
2018,1458,M. Özil,29.0,Germany,Arsenal FC,24.0,1741.0,5.0,2.0,0.0
2018,2297,G. Higuaín,30.0,Argentina,Chelsea FC,14.0,1092.0,5.0,0.0,0.0
2018,18756,M. Stekelenburg,35.0,Netherlands,Everton FC,0.0,0.0,0.0,0.0,0.0
2018,18818,P. Zabaleta,29.0,Argentina,West Ham United,26.0,2092.0,0.0,4.0,0.0
2018,18828,R. Snodgrass,30.0,Scotland,West Ham United,33.0,2222.0,2.0,10.0,0.0
2018,19031,A. Schürrle,24.0,Germany,Fulham FC,24.0,1650.0,6.0,2.0,0.0
2018,1436,Petr Čech,34.0,Czech Republic,Arsenal FC,7.0,585.0,0.0,0.0,0.0
2018,1448,S. Mustafi,25.0,Germany,Arsenal FC,31.0,2617.0,2.0,9.0,0.0
2018,2275,W. Caballero,36.0,Argentina,Chelsea FC,2.0,180.0,0.0,0.0,0.0
2018,2296,E. Hazard,26.0,Belgium,Chelsea FC,37.0,2926.0,16.0,2.0,0.0
2018,2921,M. Dembélé,29.0,Belgium,Tottenham Hotspur,10.0,516.0,0.0,1.0,0.0
2018,3398,G. Bong,28.0,Cameroon,Brighton & Hove Albion,22.0,1805.0,0.0,0.0,0.0
2018,18980,J. Izquierdo,24.0,Colombia,Brighton & Hove Albion,15.0,794.0,0.0,1.0,0.0
2018,19021,Håvard Nordtveit,26.0,Norway,Fulham FC,5.0,361.0,0.0,0.0,0.0
2018,25454,M. Suttner,29.0,Austria,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2018,167,D. Rose,26.0,England,Tottenham Hotspur,26.0,1798.0,0.0,5.0,0.0
2018,308,Daniel Andre Sturridge,27.0,England,Liverpool FC,18.0,496.0,2.0,1.0,0.0
2018,630,F. Delph,27.0,England,Manchester City,11.0,725.0,0.0,1.0,1.0
2018,888,P. Jones,25.0,England,Manchester United,18.0,1263.0,0.0,1.0,0.0
2018,893,A. Valencia,30.0,Ecuador,Manchester United,6.0,466.0,0.0,2.0,0.0
2018,2281,G. Cahill,31.0,England,Chelsea FC,2.0,22.0,0.0,0.0,0.0
2018,2288,D. Drinkwater,26.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2018,18757,L. Baines,31.0,England,Everton FC,6.0,376.0,0.0,0.0,0.0
2018,18759,P. Jagielka,35.0,England,Everton FC,7.0,329.0,1.0,0.0,1.0
2018,18769,T. Walcott,28.0,England,Everton FC,37.0,2122.0,5.0,1.0,0.0
2018,18829,Jack Wilshere,24.0,England,West Ham United,8.0,389.0,0.0,2.0,0.0
2018,18936,R. Bertrand,28.0,England,Southampton FC,24.0,2160.0,1.0,8.0,0.0
2018,19020,Alfie Mawson,23.0,England,Fulham FC,15.0,1131.0,0.0,2.0,0.0
2018,1443,Laurent Koscielny,31.0,France,Arsenal FC,17.0,1328.0,3.0,1.0,0.0
2018,1749,S. Davis,33.0,Northern Ireland,Southampton FC,3.0,96.0,0.0,0.0,0.0
2018,12753,M. Fellaini,31.0,Belgium,Manchester United,14.0,744.0,0.0,1.0,0.0
2018,18825,Samir Nasri,28.0,France,West Ham United,5.0,246.0,0.0,0.0,0.0
2018,19034,R. Babel,32.0,Netherlands,Fulham FC,16.0,1260.0,5.0,3.0,0.0
2018,87077,Patrice Evra,31.0,France,West Ham United,0.0,0.0,0.0,0.0,0.0
2018,172,D. Alli,22.0,England,Tottenham Hotspur,25.0,1835.0,5.0,4.0,0.0
2018,286,J. Matip,27.0,Cameroon,Liverpool FC,22.0,1532.0,1.0,3.0,0.0
2018,1972,L. Karius,25.0,Germany,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2018,2700,A. Jahanbakhsh,25.0,Iran,Brighton & Hove Albion,19.0,1022.0,0.0,2.0,0.0
2018,18815,R. Fredericks,26.0,England,West Ham United,15.0,1085.0,1.0,5.0,0.0
2018,18891,C. Clark,29.0,Republic of Ireland,Newcastle United,11.0,857.0,3.0,1.0,0.0
2018,18892,P. Dummett,27.0,Wales,Newcastle United,26.0,1986.0,0.0,1.0,0.0
2018,18975,D. Pröpper,27.0,Netherlands,Brighton & Hove Albion,30.0,2551.0,1.0,2.0,0.0
2018,19017,C. Christie,26.0,Republic of Ireland,Fulham FC,28.0,1943.0,0.0,7.0,0.0
2018,163,S. Aurier,26.0,Côte d'Ivoire,Tottenham Hotspur,8.0,564.0,0.0,1.0,0.0
2018,165,T. Eyoma,18.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2018,190,Cédric Soares,27.0,Portugal,Southampton FC,18.0,1494.0,1.0,4.0,0.0
2018,614,C. Bravo,35.0,Chile,Manchester City,0.0,0.0,0.0,0.0,0.0
2018,1450,S. Papastathopoulos,30.0,Greece,Arsenal FC,25.0,2199.0,1.0,12.0,0.0
2018,18822,N. Holland,20.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2018,18972,A. Knockaert,27.0,France,Brighton & Hove Albion,30.0,1832.0,2.0,4.0,1.0
2018,19011,Fabri,31.0,Spain,Fulham FC,2.0,180.0,0.0,0.0,0.0
2018,19018,T. Fosu-Mensah,20.0,Netherlands,Fulham FC,12.0,795.0,0.0,3.0,0.0
2018,18763,J. McCarthy,28.0,Republic of Ireland,Everton FC,1.0,14.0,0.0,0.0,0.0
2018,18764,M. Schneiderlin,29.0,France,Everton FC,14.0,833.0,0.0,2.0,0.0
2018,18978,F. Andone,25.0,Romania,Brighton & Hove Albion,23.0,874.0,3.0,5.0,0.0
2018,18981,J. Locadia,25.0,Curaçao,Brighton & Hove Albion,26.0,1227.0,2.0,1.0,0.0
2018,19029,K. McDonald,30.0,Scotland,Fulham FC,15.0,842.0,0.0,5.0,0.0
2018,19386,R. Aarons,23.0,Jamaica,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,1452,Mohamed Elneny,26.0,Egypt,Arsenal FC,8.0,381.0,0.0,0.0,0.0
2018,3125,I. Cissé,24.0,Guinea,Fulham FC,3.0,87.0,0.0,0.0,0.0
2018,17585,C. Roberts,21.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,18754,M. Hewelt,22.0,Poland,Everton FC,0.0,0.0,0.0,0.0,0.0
2018,18937,T. Johnson,20.0,England,Southampton FC,1.0,0.0,0.0,0.0,0.0
2018,19027,N. Kebano,26.0,Congo DR,Fulham FC,7.0,103.0,0.0,0.0,0.0
2018,19028,L. Marković,24.0,Serbia,Fulham FC,1.0,44.0,0.0,0.0,0.0
2018,30462,M. Gabbiadini,27.0,Italy,Southampton FC,12.0,470.0,1.0,0.0,0.0
2018,73822,Marcelo Djaló,25.0,Guinea-Bissau,Fulham FC,0.0,0.0,0.0,0.0,0.0
2018,17794,J. Powell,20.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2018,18820,C. Coventry,18.0,Republic of Ireland,West Ham United,0.0,0.0,0.0,0.0,0.0
2018,18939,K. Ramsay,18.0,England,Southampton FC,1.0,90.0,0.0,0.0,0.0
2018,19024,S. Sessegnon,18.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2018,19033,F. Ayité,30.0,Togo,Fulham FC,16.0,465.0,1.0,0.0,0.0
2018,19728,M. Pennington,24.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2018,68127,K. Watts,19.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,1441,C. Jenkinson,26.0,England,Arsenal FC,3.0,166.0,0.0,0.0,0.0
2018,1446,Z. Medley,18.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2018,2484,Y. Mina,24.0,Colombia,Everton FC,13.0,890.0,1.0,3.0,0.0
2018,2500,F. Balbuena,27.0,Paraguay,West Ham United,23.0,2014.0,1.0,2.0,0.0
2018,2724,L. Digne,25.0,France,Everton FC,35.0,2966.0,4.0,5.0,1.0
2018,2735,P. Højbjerg,23.0,Denmark,Southampton FC,31.0,2764.0,4.0,8.0,1.0
2018,2795,G. Sigurðsson,29.0,Iceland,Everton FC,38.0,3134.0,13.0,3.0,0.0
2018,18952,C. Austin,29.0,England,Southampton FC,25.0,980.0,2.0,1.0,0.0
2018,18968,Y. Bissouma,22.0,Mali,Brighton & Hove Albion,28.0,1769.0,0.0,5.0,0.0
2018,18976,M. Sanders,19.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2018,68126,L. Cass,18.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,305,D. Origi,23.0,Belgium,Liverpool FC,12.0,366.0,3.0,0.0,0.0
2018,18831,A. Carroll,29.0,England,West Ham United,12.0,454.0,0.0,2.0,0.0
2018,18834,A. Yarmolenko,29.0,Ukraine,West Ham United,9.0,459.0,2.0,2.0,0.0
2018,18907,Joselu,28.0,Spain,Newcastle United,16.0,586.0,2.0,1.0,0.0
2018,18946,M. Elyounoussi,24.0,Norway,Southampton FC,16.0,790.0,0.0,0.0,0.0
2018,18950,J. Sims,21.0,England,Southampton FC,7.0,209.0,0.0,0.0,0.0
2018,18958,D. Button,29.0,England,Brighton & Hove Albion,4.0,360.0,0.0,0.0,0.0
2018,18971,B. Kayal,30.0,Israel,Brighton & Hove Albion,18.0,934.0,1.0,4.0,0.0
2018,19014,Sergio Rico,25.0,Spain,Fulham FC,29.0,2610.0,0.0,1.0,0.0
2018,19917,K. Sterling,20.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2018,49923,A. Kamara,23.0,Mauritania,Fulham FC,13.0,687.0,3.0,2.0,0.0
2018,82100,J. Sterry,23.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2018,166,J. Foyth,20.0,Argentina,Tottenham Hotspur,12.0,888.0,1.0,3.0,1.0
2018,177,G. Marsh,20.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2018,300,G. Wijnaldum,28.0,Netherlands,Liverpool FC,35.0,2735.0,3.0,3.0,0.0
2018,885,E. Bailly,24.0,Côte d'Ivoire,Manchester United,12.0,637.0,0.0,0.0,1.0
2018,898,Ander Herrera,29.0,Spain,Manchester United,22.0,1404.0,2.0,4.0,0.0
2018,1439,Héctor Bellerín,23.0,Spain,Arsenal FC,19.0,1535.0,0.0,3.0,0.0
2018,1461,Denis Suárez,24.0,Spain,Arsenal FC,4.0,67.0,0.0,0.0,0.0
2018,2280,César Azpilicueta,29.0,Spain,Chelsea FC,38.0,3403.0,1.0,4.0,0.0
2018,2282,A. Christensen,22.0,Denmark,Chelsea FC,8.0,615.0,0.0,1.0,0.0
2018,2284,Emerson,24.0,Italy,Chelsea FC,10.0,660.0,0.0,0.0,0.0
2018,2285,A. Rüdiger,25.0,Germany,Chelsea FC,33.0,2874.0,1.0,7.0,0.0
2018,2461,S. Rondón,29.0,Venezuela,Newcastle United,32.0,2609.0,11.0,1.0,0.0
2018,18812,Adrián,31.0,Spain,West Ham United,0.0,0.0,0.0,0.0,0.0
2018,18819,M. Antonio,28.0,Jamaica,West Ham United,33.0,2099.0,6.0,3.0,0.0
2018,18898,M. DiamÃ©,31.0,Senegal,Newcastle United,29.0,2165.0,0.0,3.0,0.0
2018,18906,Ayoze Pérez,25.0,Spain,Newcastle United,37.0,2929.0,12.0,2.0,0.0
2018,18955,D. Ings,26.0,England,Southampton FC,24.0,1668.0,7.0,1.0,0.0
2018,169,K. Trippier,28.0,England,Tottenham Hotspur,27.0,2278.0,1.0,2.0,0.0
2018,1445,K. Mavropanos,21.0,Greece,Arsenal FC,4.0,150.0,0.0,1.0,0.0
2018,1463,J. Willock,19.0,England,Arsenal FC,2.0,64.0,0.0,0.0,0.0
2018,2507,M. Almirón,24.0,Paraguay,Newcastle United,10.0,763.0,0.0,0.0,0.0
2018,2806,F. Schär,27.0,Switzerland,Newcastle United,24.0,2002.0,4.0,12.0,0.0
2018,2997,Ł. Fabiański,33.0,Poland,West Ham United,38.0,3420.0,0.0,0.0,0.0
2018,18813,A. Cresswell,29.0,England,West Ham United,20.0,1589.0,0.0,1.0,0.0
2018,18886,M. Dúbravka,29.0,Slovakia,Newcastle United,38.0,3420.0,0.0,1.0,0.0
2018,18894,J. Lascelles,25.0,England,Newcastle United,32.0,2748.0,0.0,4.0,0.0
2018,18899,I. Hayden,23.0,England,Newcastle United,25.0,1862.0,1.0,3.0,1.0
2018,18901,S. Longstaff,21.0,England,Newcastle United,9.0,688.0,1.0,2.0,0.0
2018,18941,M. Targett,23.0,England,Southampton FC,16.0,1185.0,1.0,2.0,0.0
2018,18961,D. Burn,26.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2018,19163,J. Murphy,23.0,England,Newcastle United,9.0,300.0,0.0,0.0,0.0
2018,186,Son Heung-Min,26.0,Korea Republic,Tottenham Hotspur,31.0,2048.0,12.0,2.0,1.0
2018,727,R. Nelson,19.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2018,899,Andreas Pereira,22.0,Brazil,Manchester United,15.0,595.0,1.0,5.0,0.0
2018,1161,E. Smith Rowe,18.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2018,1438,B. Leno,26.0,Germany,Arsenal FC,32.0,2835.0,0.0,0.0,0.0
2018,1455,A. Iwobi,22.0,Nigeria,Arsenal FC,35.0,1972.0,3.0,0.0,0.0
2018,2273,Kepa,24.0,Spain,Chelsea FC,36.0,3240.0,0.0,2.0,0.0
2018,2413,Richarlison,21.0,Brazil,Everton FC,35.0,2679.0,13.0,5.0,1.0
2018,18814,I. Diop,21.0,France,West Ham United,33.0,2970.0,1.0,4.0,0.0
2018,19025,T. Cairney,27.0,Scotland,Fulham FC,31.0,2198.0,1.0,0.0,0.0
2018,19032,R. Sessegnon,18.0,England,Fulham FC,35.0,2298.0,2.0,0.0,0.0
2018,161,A. Whiteman,20.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2018,164,B. Davies,25.0,Wales,Tottenham Hotspur,27.0,1839.0,0.0,2.0,0.0
2018,296,J. Milner,32.0,England,Liverpool FC,31.0,1785.0,5.0,6.0,0.0
2018,645,R. Sterling,24.0,England,Manchester City,34.0,2777.0,17.0,3.0,0.0
2018,1469,D. Welbeck,28.0,England,Arsenal FC,8.0,147.0,1.0,0.0,0.0
2018,2287,R. Barkley,25.0,England,Chelsea FC,27.0,1241.0,3.0,1.0,0.0
2018,2298,C. Hudson-Odoi,18.0,England,Chelsea FC,10.0,391.0,0.0,0.0,0.0
2018,2938,J. Ward-Prowse,24.0,England,Southampton FC,26.0,1942.0,7.0,4.0,0.0
2018,18932,F. Forster,30.0,England,Southampton FC,1.0,90.0,0.0,0.0,0.0
2018,18960,J. Steele,28.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2018,18963,L. Dunk,27.0,England,Brighton & Hove Albion,36.0,3153.0,2.0,6.0,0.0
2018,18973,S. March,24.0,England,Brighton & Hove Albion,35.0,2473.0,1.0,1.0,0.0
2018,19012,M. Bettinelli,26.0,England,Fulham FC,7.0,630.0,0.0,1.0,0.0
2018,19599,E. Martínez,26.0,Argentina,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2018,280,Alisson Becker,26.0,Brazil,Liverpool FC,38.0,3420.0,0.0,1.0,0.0
2018,283,T. Alexander-Arnold,20.0,England,Liverpool FC,29.0,2467.0,1.0,3.0,0.0
2018,284,J. Gomez,21.0,England,Liverpool FC,16.0,1060.0,0.0,2.0,0.0
2018,289,A. Robertson,24.0,Scotland,Liverpool FC,36.0,3219.0,0.0,4.0,0.0
2018,290,V. van Dijk,27.0,Netherlands,Liverpool FC,38.0,3385.0,4.0,1.0,0.0
2018,293,C. Jones,17.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2018,306,Mohamed Salah,26.0,Egypt,Liverpool FC,38.0,3262.0,22.0,1.0,0.0
2018,629,K. De Bruyne,27.0,Belgium,Manchester City,19.0,974.0,2.0,2.0,0.0
2018,631,P. Foden,18.0,England,Manchester City,13.0,327.0,1.0,0.0,0.0
2018,633,İ. Gündoğan,28.0,Germany,Manchester City,31.0,2135.0,6.0,3.0,0.0
2018,636,Bernardo Silva,24.0,Portugal,Manchester City,36.0,2853.0,7.0,3.0,0.0
2018,641,O. Zinchenko,22.0,Ukraine,Manchester City,14.0,1153.0,0.0,1.0,0.0
2018,643,Gabriel Jesus,21.0,Brazil,Manchester City,29.0,1019.0,7.0,1.0,0.0
2018,1460,B. Saka,17.0,England,Arsenal FC,1.0,7.0,0.0,0.0,0.0
2018,2289,Jorginho,27.0,Italy,Chelsea FC,37.0,3165.0,2.0,8.0,0.0
2018,2291,M. Kovačić,24.0,Croatia,Chelsea FC,32.0,1743.0,0.0,3.0,0.0
2018,2937,D. Rice,19.0,England,West Ham United,34.0,3005.0,2.0,4.0,0.0
2018,19035,H. Elliott,15.0,England,Fulham FC,2.0,18.0,0.0,0.0,0.0
2018,19959,B. White,21.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2018,158,P. Gazzaniga,26.0,Argentina,Tottenham Hotspur,3.0,270.0,0.0,0.0,0.0
2018,617,Ederson,25.0,Brazil,Manchester City,38.0,3420.0,0.0,2.0,0.0
2018,626,J. Stones,24.0,England,Manchester City,24.0,1762.0,0.0,1.0,0.0
2018,627,K. Walker,28.0,England,Manchester City,33.0,2777.0,1.0,3.0,0.0
2018,886,Diogo Dalot,19.0,Portugal,Manchester United,16.0,1015.0,0.0,3.0,0.0
2018,889,V. Lindelöf,24.0,Sweden,Manchester United,30.0,2602.0,1.0,1.0,0.0
2018,891,L. Shaw,23.0,England,Manchester United,29.0,2592.0,1.0,11.0,0.0
